start,end,value,type,sample_idx
264.0,279.0,V6 13 XL9ALLC 4,PASSPORT_NUMBER,52128
298.0,307.0,K68Q3394A,PASSPORT_NUMBER,52128
111.0,143.0,prajakta.eppenberger@hotmail.com,PHONE_NUMBER,51664
218.0,255.0,2253:1c8:eecc:fae8:542f:9d93:6e8:5062,IP_ADDRESS,51664
345.0,378.0,nural.gharsellaoui@protonmail.com,EMAIL_ADDRESS,51664
315.0,331.0,14e januari 1974,DATE_OF_BIRTH,51664
0.0,37.0,13_Newborn_Hearing_Assessment_Records,PERSON_NAME,51664
0.0,4.0,raat,PERSON_NAME,41588
41.0,45.0,raat,PERSON_NAME,41588
6.0,19.0,Nieuwe Zeeweg,LOCATION,41588
22.0,37.0,Stad: Noordwijk,LOCATION,41588
40.0,59.0,Staat: Zuid-Holland,LOCATION,41588
72.0,79.0,2201 TM,POSTCODE,41588
269.0,280.0,Niet-binair,sex,32048
288.0,299.0,augustus/95,PERSON_NAME,50180
344.0,346.0,NL,COUNTRY,50180
392.0,433.0,"970, Zaandammerdijk, De Waal, NH, 1793 EN",ADDRESS,50180
383.0,397.0,neonatale zorg,medical care,51526
20.0,38.0,medische rapporten,medical records,51526
46.0,53.0,patiënt,person,51526
163.0,170.0,patiënt,person,51526
20.0,27.0,medisch,medical,51526
88.0,94.0,medisch,medical,51526
73.0,98.0,voorgeschreven medicijnen,medication prescriptions,51526
88.0,98.0,medicijnen,medications,51526
133.0,157.0,Child_safety_maatregelen,Child_safety_maatregelen,48747
295.0,319.0,Child_safety_maatregelen,Child_safety_maatregelen,48747
117.0,133.0,Y@protonmail.com,EMAIL_ADDRESS,40485
156.0,165.0,Nederland,LOCATION,40485
180.0,189.0,Schansweg,STREET_ADDRESS,40485
195.0,206.0,Haaksbergen,STREET_ADDRESS,40485
212.0,214.0,OV,TYPE_OF_PII,40485
220.0,227.0,7481 TK,PHONE_NUMBER,40485
279.0,287.0,Kloupodi,PERSON_NAME,40485
0.0,10.0,imaliseren,unknown,34798
12.0,159.0,"Mocht u vragen hebben over het nieuwe systeem of hulp nodig hebben bij het gebruik ervan, aarzel dan niet om contact op te nemen met onze helpdesk.",unknown,34798
163.0,329.0,We kijken uit naar een succesvolle implementatie van deze dienst en hopen dat het zal bijdragen aan een verbeterde geestelijke gezondheidszorg voor al onze patiënten.,person_name,34798
333.0,390.0,"Met vriendelijke groet,
Team Geestelijke Gezondheidszorg",unknown,34798
271.0,283.0,018 744-4782,phone_number,43502
472.0,486.0,Folasade Viali,PERSON_NAME,32312
308.0,367.0,Het team van Data Governance en Management Law in Nederland,PERSON_NAME,53264
316.0,341.0,Stadelijk Infrastructuur,infrastructure,54090
90.0,99.0,yahoo.com,PHONE_NUMBER,38922
419.0,427.0,yahoo.com,PHONE_NUMBER,38922
198.0,209.0,hotmail.com,EMAIL_ADDRESS,38922
306.0,317.0,hotmail.com,EMAIL_ADDRESS,38922
303.0,317.0,protonmail.com,EMAIL_ADDRESS,38922
420.0,427.0,aol.com,EMAIL_ADDRESS,38922
64.0,89.0,2003zhenfeng.eldalgamouni,PERSON_NAME,38922
156.0,169.0,december 2015,DATE_OF_BIRTH,38922
265.0,278.0,december 2015,DATE_OF_BIRTH,38922
373.0,386.0,december 2015,DATE_OF_BIRTH,38922
324.0,362.0,b8d5:3424:b41b:d560:47e2:2f5d:3616:538,EMAIL_ADDRESS,38922
400.0,427.0,qexoskzftgtzyz89371@aol.com,EMAIL_ADDRESS,38922
26.0,36.0,28/08/1972,DATE_OF_BIRTH,51986
103.0,118.0,"maart 18e, 1985",Geboortedatum,51986
190.0,209.0,1961-09-13T00:00:00,Geboortedatum,51986
161.0,168.0,Barones,PERSON_NAME,51986
276.0,290.0," juni 5e, 1934",Geboortedatum,51986
143.0,145.0,SK,US_SOCIAL_SECURITY_NUMBER,56114
148.0,164.0,0012 88.746.2536,LOCATION,56114
151.0,175.0,soukcraciunesc@yahoo.com,EMAIL_ADDRESS,34365
374.0,403.0,tkcwncakccuqbws161951@aol.com,EMAIL_ADDRESS,34365
213.0,216.0,AAH,PASNUM,34365
260.0,279.0,1982-03-08T00:00:00,Geboortedatum,34365
321.0,340.0,1982-03-08T00:00:00,Geboortedatum,34365
140.0,156.0,04AJGG@gmail.com,E-mail_Address,58284
105.0,130.0,aviral.kassim@outlook.com,EMAIL_ADDRESS,32487
0.0,14.0,ebruikersnaam:,PHONE_NUMBER,32384
36.0,60.0,socialezekerheidsnummer:,CREDIT_CARD_NUMBER,32384
85.0,94.0,Paspoort:,US_SOCIAL_SECURITY_NUMBER,32384
111.0,122.0,Wachtwoord:,PASSPORTS_WACHBOOT,32384
166.0,179.0,Gebouwnummer:,BUILDING_NUMBER,32384
351.0,360.0,Koudinova,PERSON_NAME,45675
381.0,385.0,1944,DATE_OF_BIRTH,45675
21.0,24.0,Min,PHONE_NUMBER,57142
71.0,74.0,Grv,PHONE_NUMBER,57142
121.0,124.0,Sen,PHONE_NUMBER,57142
171.0,173.0,Mw,PHONE_NUMBER,57142
220.0,229.0,Luitenant,PERSON_NAME,57142
276.0,278.0,Pr,PERSON_NAME,57142
325.0,331.0,Meneer,PERSON_NAME,57142
378.0,381.0,Mnr,PERSON_NAME,57142
94.0,111.0,ezguhaxkwuisju258,Username,41306
197.0,218.0,selvedina.el-gahawy94,Gender,41306
331.0,341.0,ncharbon16,Username,41306
355.0,376.0,Albieraquet@yahoo.com,EMAIL_ADDRESS,48191
437.0,440.0,AUS,PHONE_NUMBER,48191
210.0,217.0,Sharany,PERSON_NAME,48191
280.0,288.0,RAquet30,PERSON_NAME,48191
355.0,376.0,albieraquet@yahoo.com,EMAIL_ADDRESS,48191
14.0,16.0,NL,COUNTRY,36625
311.0,319.0,Waltraut,PERSON_NAME,36625
325.0,334.0,479151095,SocialSecurityNumber,52079
437.0,451.0," juni 6e, 2057",DATE_OF_BIRTH,53269
10.0,26.0,educatieve games,educatieve games,46619
81.0,91.0,Alluisetti,Alluisetti,46619
94.0,108.0,evaluatietools,evaluatietools,46619
166.0,176.0,Hönigsberg,professional development workshops,46619
281.0,288.0,Theulaz,partnerships,46619
389.0,410.0,audiovisuele middelen,audiovisuele middelen,46619
1.0,6.0,Graaf,PERSON_NAME,43835
109.0,114.0,Graaf,PERSON_NAME,43835
8.0,22.0,55agénor.lendi,DATE_OF_BIRTH,43835
116.0,130.0,55agénor.lendi,DATE_OF_BIRTH,43835
24.0,43.0,21lendi@hotmail.com,EMAIL_ADDRESS,43835
132.0,151.0,21lendi@hotmail.com,EMAIL_ADDRESS,43835
56.0,66.0,KRI20II6NJ,EMAIL_ADDRESS,43835
164.0,174.0,KRI20II6NJ,EMAIL_ADDRESS,43835
68.0,70.0,HW,LOCATION,43835
176.0,178.0,HW,LOCATION,43835
72.0,89.0,00310.93.007 0129,PHONE_NUMBER,43835
180.0,197.0,00310.93.007 0129,PHONE_NUMBER,43835
217.0,230.0,B@outlook.com,EMAIL_ADDRESS,43835
313.0,326.0,B@outlook.com,EMAIL_ADDRESS,43835
232.0,252.0,2.73.10.99571.629.99,PHONE_NUMBER,43835
91.0,96.0,.oL2F,EMAIL_ADDRESS,43835
199.0,204.0,.oL2F,EMAIL_ADDRESS,43835
97.0,99.0,@J,EMAIL_ADDRESS,43835
205.0,207.0,@J,EMAIL_ADDRESS,43835
292.0,294.0,LU,LOCATION,43835
328.0,337.0,205935813,PHONE_NUMBER,43835
339.0,341.0,FX,EMAIL_ADDRESS,43835
373.0,382.0,369433269,PHONE_NUMBER,43835
334.0,349.0,+318286801947,PHONE_NUMBER,42256
0.0,31.0,ss of different skills training,STORY,47189
50.0,59.0,Suttipong,PERSON,47189
219.0,225.0,Oualid,PERSON,47189
164.0,180.0,study strategies,THEME,47189
110.0,117.0,Ruiyuan,PERSON_NAME,42340
120.0,132.0,Isabel-Maria,PERSON_NAME,42340
83.0,97.0,DN@outlook.com,EMAIL_ADDRESS,44130
150.0,161.0,M@yahoo.com,EMAIL_ADDRESS,44130
239.0,262.0,siiljina@protonmail.com,EMAIL_ADDRESS,44130
313.0,327.0,O@tutanota.com,EMAIL_ADDRESS,44130
194.0,200.0,Iljina,PERSON_NAME,44130
241.0,247.0,Iljina,PERSON_NAME,44130
216.0,227.0,Doksandokuz,ACHternaam,44130
280.0,284.0,9:03,TIME,44130
115.0,120.0,20:06,TIME,44130
53.0,59.0,Ayeche,PERSON_NAME,45002
98.0,104.0,Ayeche,PERSON_NAME,45002
126.0,129.0,PJJ,ID-kaartnummer,45002
152.0,162.0,IQTJJ6FZI6,Rijbewijsnummer,45002
184.0,186.0,UV,Paspoortnummer,45002
198.0,200.0,NL,Land,45002
220.0,223.0,477,Straat,45002
237.0,248.0,Draepkilweg,Straat,45002
260.0,279.0,Werkendam Werkendam,Stad,45002
296.0,309.0,Noord-Brabant,Provincie,45002
325.0,329.0,4251,Postcode,45002
345.0,359.0,55.118.247.235,IP-adres,45002
0.0,2.0,00,DATE_OF_BIRTH,35497
20.0,23.0,Min,PHONE_NUMBER,53560
49.0,64.0,243.156.170.157,IP_ADDRESS,53560
160.0,167.0,Mevrouw,PERSON_NAME,53560
408.0,418.0,05/03/1996,birth_date,43125
304.0,313.0,Persoon A,PERSON_NAME,39230
30.0,41.0,regazzoni97,PERSON_NAME,46736
117.0,128.0,regazzoni97,PERSON_NAME,46736
373.0,384.0,regazzoni97,PERSON_NAME,46736
55.0,58.0,Bgm,PERSON_NAME,46736
153.0,156.0,Bgm,PERSON_NAME,46736
79.0,81.0,UW,PASSPORTS NUMBER,46736
30.0,41.0,regazzoni97,FUNCTION,46736
117.0,128.0,regazzoni97,FUNCTION,46736
373.0,384.0,regazzoni97,FUNCTION,46736
42.0,58.0,11 on 18/09/2012,DATE_OF_BIRTH,53937
62.0,73.0,Netherlands,LOCATION,53937
179.0,181.0,Mw,PERSON_NAME,36439
239.0,249.0,10sumkoski,USERNAME,36439
309.0,321.0,72LO8OTUTWK2,DRIVER_LICENSE_NUMBER,36439
347.0,349.0,UJ,PASSPORT_NUMBER,36439
3.0,19.0,Naam: Parasakthy,PERSON_NAME,37653
23.0,47.0,ID-Kaart: D0606679868029,ID_KAART,37653
51.0,61.0,Naam: Eryn,PERSON_NAME,37653
82.0,92.0,Naam: Eryn,PERSON_NAME,37653
65.0,78.0,ID-Kaart: SGI,ID_KAART,37653
129.0,142.0,ID-Kaart: SGI,ID_KAART,37653
161.0,174.0,ID-Kaart: SGI,ID_KAART,37653
205.0,218.0,ID-Kaart: SGI,ID_KAART,37653
238.0,251.0,ID-Kaart: SGI,ID_KAART,37653
88.0,104.0,Dragos-Alexandru,PERSON_NAME,37653
108.0,125.0,Achternaam: Osama,PERSON_NAME,37653
139.0,142.0,CXO,ID_KAART,37653
152.0,157.0,Fiola,PERSON_NAME,37653
171.0,185.0,X0906871065242,ID_KAART,37653
195.0,201.0,Siilen,PERSON_NAME,37653
215.0,218.0,KMH,ID_KAART,37653
261.0,266.0,Diki,PERSON_NAME,37653
130.0,139.0,N'guessan,PERSON_NAME,46824
141.0,155.0,V2001747377437,ID,46824
176.0,190.0,V2001747377437,ID,46824
333.0,337.0,Dule,PERSON_NAME,46824
14.0,30.0,+70-445-479-4049,PHONE_NUMBER,39620
51.0,66.0,6zlatuse.elsawy,PERSON_NAME,39620
93.0,102.0,791504673,CREDIT_CARD_NUMBER,39620
296.0,305.0,919098107,CREDIT_CARD_NUMBER,39620
223.0,235.0,02987-017927,CREDIT_CARD_NUMBER,39620
157.0,165.0,16shaçir,PERSON_NAME,39620
192.0,201.0,852048721,CREDIT_CARD_NUMBER,39620
124.0,135.0,098 0862318,PHONE_NUMBER,39620
432.0,447.0,536-64.961.4301,PHONE_NUMBER,39620
365.0,373.0,soffiati,PERSON_NAME,39620
0.0,11.0,rvicenummer,the type of the PII entity found,47376
79.0,90.0,rvicenummer,the type of the PII entity found,47376
156.0,167.0,rvicenummer,the type of the PII entity found,47376
260.0,271.0,rvicenummer,the type of the PII entity found,47376
341.0,352.0,rvicenummer,the type of the PII entity found,47376
32.0,36.0,naam,PERSON_NAME,47376
111.0,115.0,naam,PERSON_NAME,47376
188.0,192.0,naam,PERSON_NAME,47376
292.0,296.0,naam,PERSON_NAME,47376
54.0,62.0,geslacht,Geslacht,47376
133.0,141.0,geslacht,Geslacht,47376
210.0,218.0,geslacht,Geslacht,47376
314.0,322.0,geslacht,Geslacht,47376
71.0,90.0,burgerservicenummer,burgerservicenummer,47376
148.0,167.0,burgerservicenummer,burgerservicenummer,47376
252.0,271.0,burgerservicenummer,burgerservicenummer,47376
333.0,352.0,burgerservicenummer,burgerservicenummer,47376
71.0,90.0,Burgerservicenummer,burgerservicenummer,47376
148.0,167.0,Burgerservicenummer,burgerservicenummer,47376
252.0,271.0,Burgerservicenummer,burgerservicenummer,47376
333.0,352.0,Burgerservicenummer,burgerservicenummer,47376
32.0,36.0,Naam,PERSON_NAME,47376
111.0,115.0,Naam,PERSON_NAME,47376
188.0,192.0,Naam,PERSON_NAME,47376
292.0,296.0,Naam,PERSON_NAME,47376
54.0,62.0,Geslacht,Geslacht,47376
133.0,141.0,Geslacht,Geslacht,47376
210.0,218.0,Geslacht,Geslacht,47376
314.0,322.0,Geslacht,Geslacht,47376
219.0,221.0,NM,Paspoortnummer,38448
262.0,264.0,2h,Tijdstip,38448
309.0,314.0,Fojan,Achternaam,38448
359.0,371.0,Schmollinger,Achternaam,38448
416.0,426.0,Ottersberg,Achternaam,38448
53.0,63.0,Chrislaine,PERSON_NAME,40751
418.0,424.0,196919,PHONE_NUMBER,39992
313.0,316.0,GCH,ID-kaart,41980
333.0,343.0,Q75U2C7LDN,rijbewijs,41980
7.0,15.0,Ravithas,PERSON_NAME,56660
165.0,174.0,Kuriakose,PERSON_NAME,56660
57.0,64.0,Argyis,PERSON_NAME,56660
66.0,71.0,Lorid,PERSON_NAME,56660
113.0,118.0,Shane,PERSON_NAME,56660
120.0,124.0,Vega,PERSON_NAME,56660
215.0,220.0,Demba,PERSON_NAME,56660
57.0,66.0,179889790,PHONE_NUMBER,35509
13.0,25.0,0018-056-154,PHONE_NUMBER,49857
26.0,30.0,5155,PHONE_NUMBER,49857
154.0,167.0,77.90205.7105,PHONE_NUMBER,49857
268.0,285.0,+574-436-826-8709,EMAIL_ADDRESS,49857
415.0,432.0,+173-645-705-0509,PHONE_NUMBER,49857
211.0,214.0,MAW,GROUP,53616
219.0,226.0,XQ4Y125,NUMBER,53616
228.0,231.0,FGP,GROUP,53616
235.0,245.0,8B6MMBYHAE,NUMBER,53616
0.0,18.0,lezekerheidsnummer,PHONE_NUMBER,41358
82.0,100.0,lezekerheidsnummer,PHONE_NUMBER,41358
164.0,182.0,lezekerheidsnummer,PHONE_NUMBER,41358
246.0,264.0,lezekerheidsnummer,PHONE_NUMBER,41358
328.0,346.0,lezekerheidsnummer,PHONE_NUMBER,41358
429.0,447.0,lezekerheidsnummer,PHONE_NUMBER,41358
38.0,46.0,paspoort,DATE_OF_BIRTH,41358
120.0,128.0,paspoort,DATE_OF_BIRTH,41358
202.0,210.0,paspoort,DATE_OF_BIRTH,41358
284.0,292.0,paspoort,DATE_OF_BIRTH,41358
378.0,386.0,paspoort,DATE_OF_BIRTH,41358
467.0,475.0,paspoort,DATE_OF_BIRTH,41358
77.0,100.0,socialezekerheidsnummer,SOCIAL_SECURITY_NUMBER,41358
159.0,182.0,socialezekerheidsnummer,SOCIAL_SECURITY_NUMBER,41358
241.0,264.0,socialezekerheidsnummer,SOCIAL_SECURITY_NUMBER,41358
323.0,346.0,socialezekerheidsnummer,SOCIAL_SECURITY_NUMBER,41358
424.0,447.0,socialezekerheidsnummer,SOCIAL_SECURITY_NUMBER,41358
38.0,46.0,paspoort,US_SOCIAL_SECURITY_NUMBER,41358
120.0,128.0,paspoort,US_SOCIAL_SECURITY_NUMBER,41358
202.0,210.0,paspoort,US_SOCIAL_SECURITY_NUMBER,41358
284.0,292.0,paspoort,US_SOCIAL_SECURITY_NUMBER,41358
378.0,386.0,paspoort,US_SOCIAL_SECURITY_NUMBER,41358
467.0,475.0,paspoort,US_SOCIAL_SECURITY_NUMBER,41358
31.0,42.0,Netherlands,LOCATION,41843
72.0,83.0,Netherlands,LOCATION,41843
143.0,154.0,Netherlands,LOCATION,41843
178.0,189.0,Netherlands,LOCATION,41843
208.0,219.0,Netherlands,LOCATION,41843
227.0,238.0,Netherlands,LOCATION,41843
3.0,7.0,loka,LOCATION,49162
132.0,137.0,route,Location,49162
57.0,72.0,rijbewijsnummer,Rijbewijsnummer,49162
74.0,76.0,J5,Phone_number,49162
77.0,89.0,FRA 88NP4935,Phone_number,49162
120.0,173.0,"Chemin des Crouzets au Gazy, 718, 48230 - Chanac, OCC",Address,49162
456.0,475.0,2030-09-28T00:00:00,Datum_van_chat,49162
4.0,26.0,Met vriendelijke groet,greeting,31098
454.0,476.0,Met vriendelijke groet,greeting,31098
42.0,55.0,Hallo [Druga],greeting,31098
58.0,90.0,Bedankt voor de prachtige foto's,greeting,31098
92.0,181.0,Ik ben zo dankbaar voor de mogelijkheid om deel uit te maken van dit certificeringsproces,greeting,31098
183.0,213.0,De sessie was echt inspirerend,greeting,31098
217.0,255.0,Ik waardeer al je steun en begeleiding,greeting,31098
258.0,299.0,Laten we blijven streven naar excellentie,greeting,31098
302.0,356.0, elkaar blijven inspireren in ons onderwijsleiderschap,greeting,31098
358.0,400.0,Ik kijk uit naar onze verdere samenwerking,greeting,31098
401.0,451.0,en de volgende stappen in onze professionele groei,greeting,31098
160.0,169.0,319746671,SocialNumber,53843
109.0,118.0,Lastname1,PersonName,53843
120.0,129.0,Lastname1,PersonName,53843
233.0,246.0,37concha.siep,PERSON_NAME,35119
307.0,318.0,qruhsat5431,PERSON_NAME,35119
389.0,403.0,gztfycnknkmmwd,PERSON_NAME,35119
13.0,38.0,Dr. Johannes van der Berg,PERSON_NAME,54019
60.0,92.0,j.vdberg@healthcarenederland.com,EMAIL_ADDRESS,54019
127.0,137.0,2022-03-15,DATE_OF_BIRTH,54019
154.0,164.0,2023-09-30,DATE_OF_BIRTH,54019
185.0,208.0,"Diepenheim, Netherlands",LOCATION,54019
215.0,230.0,R1939@yahoo.com,EMAIL_ADDRESS,41341
373.0,388.0,P15@outlook.com,EMAIL_ADDRESS,41341
74.0,83.0,851426718,PHONE_NUMBER,41341
52.0,68.0,28felipe@aol.com,EMAIL_ADDRESS,41341
236.0,238.0,FT,TYPE_OF_DOCUMENT,41341
394.0,403.0,890784986,PHONE_NUMBER,41341
440.0,472.0,psychoeducation content accuracy,ATTRIBUTE,41341
229.0,238.0,097289900,SOCIAL_NUMBER,45097
112.0,116.0,1zQ2,PASPOORTNUMBER,47341
136.0,146.0,2616246789,RIJBEWISNUMBER,47341
159.0,161.0,IT,Woonland,47341
171.0,247.0,"Straat Località Nuraghe Livanor, Stad Seneghe, Staat Sardegna, Postcode 9070",ADRES,47341
266.0,287.0,Ruo Abb 24 H 67 3 PWX,SOCIALNUMBER,47341
300.0,315.0,244.157.169.179,IPADRES,47341
138.0,140.0,16,TIDSTIP,47341
308.0,310.0,16,TIDSTIP,47341
328.0,330.0,16,TIDSTIP,47341
3.0,20.0,Biomass feedstock,PERSON_NAME,54509
38.0,46.0,250 tons,QUANTITY,54509
69.0,79.0,20-12-2022,DATE_OF_BIRTH,54509
106.0,116.0,Etten-Leur,LOCATION,54509
147.0,180.0,For sustainable energy production,ACTIVITY,54509
271.0,284.0,0102-22081418,PHONE_NUMBER,48021
49.0,58.0,wetgeving,media,39704
4.0,13.0,Nederland,LOCATION,38634
172.0,194.0,telecommunicatiesector,sector,38634
19.0,34.0,+20 92 879-7796,PHONE_NUMBER,53060
57.0,95.0,71da:2a3:8473:ebf7:137a:a3fa:8fd4:95ce,IP_ADDRESS,53060
122.0,124.0,8h,DATE_OF_BIRTH,53060
148.0,153.0,Milva,PERSON_NAME,53060
177.0,182.0,Léana,PERSON_NAME,53060
5.0,31.0,Gebruikersnaam: qggkkiju84,PERSON_NAME,56210
37.0,67.0,Burgerservicenummer: 742243118,BURGER_SERVICE_NUMER,56210
73.0,85.0,Paspoort: ID,PASSOORT_SOCIAL_SECURITY_NUMER,56210
274.0,286.0,Paspoort: ID,PASSOORT_SOCIAL_SECURITY_NUMER,56210
354.0,366.0,Paspoort: ID,PASSOORT_SOCIAL_SECURITY_NUMER,56210
92.0,128.0,Gebruikersnaam: cabdulkadir.sandfort,PERSON_NAME,56210
134.0,172.0,Burgerservicenummer: 07-19-11-59-S20-2,BURGER_SERVICE_NUMER,56210
178.0,197.0,Paspoort: A85K0978J,PASSOORT_SOCIAL_SECURITY_NUMER,56210
204.0,232.0,Gebruikersnaam: 1979arbolaez,PERSON_NAME,56210
238.0,268.0,Burgerservicenummer: 568300316,BURGER_SERVICE_NUMER,56210
274.0,286.0,Paspoort: ND,PASSOORT_SOCIAL_SECURITY_NUMER,56210
354.0,366.0,Paspoort: ND,PASSOORT_SOCIAL_SECURITY_NUMER,56210
293.0,312.0,Gebruikersnaam: 16C,PERSON_NAME,56210
373.0,392.0,Gebruikersnaam: 16C,PERSON_NAME,56210
318.0,348.0,Burgerservicenummer: 008579692,BURGER_SERVICE_NUMER,56210
354.0,366.0,Paspoort: NN,PASSOORT_SOCIAL_SECURITY_NUMER,56210
13.0,20.0,Waranya,PERSON_NAME,49820
65.0,74.0,Liv-Marie,PERSON_NAME,49820
93.0,103.0,Albachiara,PERSON_NAME,49820
148.0,152.0,Raja,PERSON_NAME,49820
197.0,201.0,Sada,PERSON_NAME,49820
252.0,259.0,Namgyel,PERSON_NAME,49820
278.0,294.0,Nicolae-Cristian,PERSON_NAME,49820
12.0,29.0,+3195756536560,PHONE_NUMBER,43525
122.0,139.0,+3178972527371,PHONE_NUMBER,43525
178.0,193.0,+09456474391,PHONE_NUMBER,43525
95.0,100.0,Vrouw,PERSON_NAME,43525
257.0,262.0,Vrouw,PERSON_NAME,43525
153.0,156.0,Man,PERSON_NAME,43525
95.0,96.0,V,PERSON_NAME,43525
207.0,208.0,V,PERSON_NAME,43525
257.0,258.0,V,PERSON_NAME,43525
315.0,316.0,V,PERSON_NAME,43525
366.0,380.0,0148696381783,PHONE_NUMBER,43525
28.0,31.0,FNU,PHONE_NUMBER,54047
33.0,36.0,FYR,PHONE_NUMBER,54047
38.0,41.0,MHJ,PHONE_NUMBER,54047
38.0,41.0,MHCJ,PERSON_NAME,54047
48.0,51.0,HQY,LOCATION,54047
68.0,71.0,CGN,PERSON_NAME,54047
73.0,76.0,YJY,PERSON_NAME,54047
78.0,81.0,JNO,PERSON_NAME,54047
83.0,86.0,CEI,PERSON_NAME,54047
347.0,357.0,januari/94,PERSON_NAME,32840
396.0,399.0,481,BUILDING,32840
418.0,426.0,Golfoord,LOCATION,32840
443.0,452.0,Purmerend,LOCATION,32840
218.0,228.0,03/03/1998,DATE_OF_BIRTH,31335
234.0,249.0,E-B03@gmail.com,EMAIL_ADDRESS,31335
384.0,389.0,85653,STREET_ADDRESS,31335
342.0,358.0,West Jaguar Lane,LOCATION,31335
364.0,370.0,Marana,LOCATION,31335
376.0,378.0,AZ,LOCATION,31335
323.0,345.0,elder abuse prevention,PERSON_NAME,52850
77.0,89.0,elder rights,PERSON_NAME,52850
454.0,469.0,BUILDING_BG(253,LOCATION,52850
232.0,251.0,Burgerservicenummer,Burgerienstempel,51787
272.0,287.0,Rijbewijsnummer,Rijbewijs,51787
302.0,316.0,Paspoortnummer,Paspoort,51787
329.0,333.0,Land,Land,51787
340.0,345.0,Adres,Adres,51787
379.0,389.0,Huisnummer,Huisnummer,51787
397.0,405.0,Postcode,Postcode,51787
414.0,420.0,Plaats,Plaats,51787
435.0,440.0,Provi,Adres,51787
7.0,32.0,social number: 608169408,phone_number,46805
35.0,45.0,title: Adv,job_title,46805
64.0,77.0,+31-970415908,phone_number,46805
148.0,157.0,state: UT,location,46805
160.0,174.0,postcode: 3703,location,46805
0.0,8.0,nzoniere,PERSON_NAME,48717
24.0,28.0,Date,DATE_OF_BIRTH,48717
275.0,279.0,Date,DATE_OF_BIRTH,48717
32.0,50.0,"November 23e, 2045",DATE,48717
283.0,301.0,"November 23e, 2045",DATE,48717
74.0,82.0,03:52:32,TIME,48717
325.0,333.0,03:52:32,TIME,48717
85.0,98.0,geborenatum,DATE_OF_BIRTH,44603
191.0,204.0,geborenatum,DATE_OF_BIRTH,44603
290.0,303.0,geborenatum,DATE_OF_BIRTH,44603
385.0,398.0,geborenatum,DATE_OF_BIRTH,44603
490.0,503.0,geborenatum,DATE_OF_BIRTH,44603
0.0,18.0,Beste [-7cqUfPXV_],the type of the PII entity found,47223
22.0,165.0,Hierbij willen wij u op de hoogte stellen van de huidige status van onze instelling met betrekking tot de naleving van de Title IX-regelgeving.,the type of the PII entity found,47223
166.0,312.0,In de afgelopen evaluatieperiode zijn wij continu bezig geweest met het waarborgen van een veilige omgeving voor al onze studenten en medewerkers.,the type of the PII entity found,47223
315.0,464.0,Als instelling gevestigd in [Almere] willen wij benadrukken dat wij ons inzetten voor gelijke kansen en gendergelijkheid binnen ons onderwijsstelsel.,the type of the PII entity found,47223
465.0,505.0,Onze toewijding aan het handhaven van de,the type of the PII entity found,47223
49.0,53.0,1959,BirthDetails,34001
