sample_idx,start,end,value,type
44229,319.0,334.0,"Dyami, Baltasar",PERSON_NAME
45041,417.0,424.0,Kremena,PERSON_NAME
45041,469.0,479.0,Verkies om,PERSON_NAME
50295,276.0,300.0,bmatkps1830@tutanota.com,EMAIL_ADDRESS
38797,174.0,193.0,1946ekansh.currenti,USER_ID
38797,216.0,224.0,Currenti,PERSON_NAME
38797,295.0,305.0,10/01/1946,DATE_OF_BIRTH
51374,71.0,74.0,Adm,PERSON_NAME
51374,96.0,106.0,28/08/1976,DATE_OF_BIRTH
51374,129.0,149.0,mnafeoawyavuzjp45853,EMAIL_ADDRESS
51374,164.0,184.0,mnafeoawyavuzjp45853,EMAIL_ADDRESS
51374,221.0,224.0,ETG,IDENTIFICATION_NUMBER
51374,242.0,251.0,0T7HLO4OV,LICENSE_NUMBER
51374,268.0,270.0,WZ,IDENTIFICATION_NUMBER
51374,287.0,301.0,94.233.126.214,IP_ADDRESS
36685,312.0,321.0,KIDBB1OB4,RIVERBJECT_NUMBER
36685,336.0,338.0,YA,PASSPORT_NUMBER
36685,377.0,383.0,MUDVNA,RIVERBJECT_NUMBER
9266,120.0,137.0,+343-525-553 1486,PHONE_NUMBER
9266,144.0,158.0,United Kingdom,LOCATION
9266,165.0,168.0,439,LOCATION
9266,175.0,185.0,The Coombe,LOCATION
9266,192.0,208.0,Bristol Rickford,PERSON_NAME
9266,340.0,350.0,02/04/2033,DATE_OF_BIRTH
13094,288.0,307.0,VEER9 412232 VA 453,DRIVER_S_LICENSE_NUMBER
13094,391.0,392.0,J,DRIVER_S_LICENSE_NUMBER
26778,64.0,81.0,"Khatibi, Fradsham",PERSON_NAME
26778,142.0,153.0,67931026522,PHONE_NUMBER
26778,160.0,169.0,273156645,PHONE_NUMBER
26778,253.0,267.0,00 34.05 48-82,PHONE_NUMBER
75902,283.0,294.0,471-80-1244,US_SOCIAL_SECURITY_NUMBER
75902,318.0,330.0,643604861151,CREDIT_CARD_NUMBER
75902,342.0,355.0,United States,COUNTRY
75902,436.0,438.0,TX,LOCATION
75902,389.0,405.0,County Road 1106,STREET_ADDRESS
75902,418.0,424.0,Athens,LOCATION
75902,183.0,192.0,Lipperini,PERSON_NAME
83848,139.0,147.0,biocca07,PERSON_NAME
83848,180.0,196.0,756 7526 1099 00,US_SOCIAL_SECURITY_NUMBER
83848,219.0,227.0,M5892671,CREDIT_CARD_NUMBER
83848,252.0,262.0,3505550022,CREDIT_CARD_NUMBER
83848,278.0,286.0,V7611919,CREDIT_CARD_NUMBER
83848,302.0,307.0,+41 2,PHONE_NUMBER
78642,29.0,39.0,0885923957,CREDIT_CARD_NUMBER
78642,82.0,98.0,756.5871.2495.10,US_SOCIAL_SECURITY_NUMBER
78642,167.0,173.0,Yagana,PERSON_NAME
78642,341.0,347.0,Yagana,PERSON_NAME
78642,208.0,217.0,R95282561,DRIVER_LICENSE
78642,260.0,272.0,105788757784,US_SOCIAL_SECURITY_NUMBER
78642,382.0,395.0,K975752794887,DRIVER_LICENSE
78642,438.0,443.0,062-6,PHONE_NUMBER
61386,381.0,419.0,6b32:cfb3:5009:eee9:a1f7:98b:ec98:9a9d,MAC_ADDRESS
61386,302.0,312.0,18/04/2039,DATE_OF_BIRTH
60132,44.0,58.0,V3009759477498,CREDIT_CARD_NUMBER
60132,134.0,148.0,99.238.210.154,IP_ADDRESS
60132,227.0,231.0,45.8,LOCATION
60132,233.0,239.0,3.0045,LOCATION
60132,253.0,263.0,04/05/2020,DATE_OF_BIRTH
84514,239.0,259.0,22picciola@yahoo.com,EMAIL_ADDRESS
84514,273.0,281.0,N8698275,PASSPORT
84514,220.0,223.0,29e,DATE_OF_BIRTH
84514,225.0,229.0,2004,DATE_OF_BIRTH
84514,390.0,394.0,9100,LOCATION
59538,385.0,405.0,2 96 08 71851 645 88,US_SOCIAL_SECURITY_NUMBER
59538,446.0,472.0,I7FRA05MU25567610728TINEKE,CREDIT_CARD_NUMBER
67641,315.0,324.0,rowan1979,PERSON_NAME
67641,335.0,344.0,rowan1979,PERSON_NAME
67641,335.0,354.0,rowan1979@gmail.com,EMAIL_ADDRESS
67641,363.0,380.0,+331 430.782.4800,PHONE_NUMBER
67641,202.0,261.0,"968, Rue de la Sablière, Villers-sous-Saint-Leu, HDF, 60340",STREET_ADDRESS
67641,388.0,403.0,163.134.225.255,IP
67641,413.0,415.0,FR,LOCATION
117912,11.0,20.0,ZHV928960,REISEPASS
117912,41.0,54.0,+11-585048286,PHONE_NUMBER
117912,293.0,303.0,12/08/2041,DATE_OF_BIRTH
91291,106.0,127.0,dwkialolmfqobkh901942,USERNAME
91291,160.0,175.0,R0.96.85I6VSA.8,DRIVERLICENSE
91291,197.0,235.0,a500:ab5b:4fa3:fb2d:37f7:9b50:7712:d78,IP
91291,302.0,314.0,xuemazzucc59,USERNAME
108586,101.0,116.0,+42 65-569 3980,PHONE_NUMBER
108586,168.0,184.0,0049.64.278.4607,PHONE_NUMBER
108586,233.0,247.0,+42 54694-1091,PHONE_NUMBER
108586,299.0,315.0,+491.33 123 4308,PHONE_NUMBER
108586,366.0,382.0,+498.27-216-3066,PHONE_NUMBER
108586,433.0,447.0,+496-970 294-6,PHONE_NUMBER
105358,88.0,97.0,JD5612610,US_SOCIAL_SECURITY_NUMBER
105358,112.0,126.0,212.20.140.204,IP_ADDRESS
104695,17.0,33.0,0049 36.231.2029,PHONE_NUMBER
104695,401.0,417.0,009-734-416-0184,PHONE_NUMBER
104695,175.0,188.0,Niedersachsen,LOCATION
92015,66.0,75.0,N33369603,CREDIT_CARD_NUMBER
92015,125.0,140.0,11time.krumbach,PERSON_NAME
92015,187.0,200.0,138.248.247.5,IP_ADDRESS
92015,210.0,219.0,R84799581,CREDIT_CARD_NUMBER
92015,317.0,355.0,3563:fcd2:9e53:135e:8aa1:bbd:9cae:d448,IP_ADDRESS
92015,382.0,390.0,Forstweg,LOCATION
95237,79.0,95.0,"Januar 23., 1941",DATE_OF_BIRTH
95237,342.0,356.0,"Juni 14., 1971",DATE_OF_BIRTH
95237,141.0,156.0,K6 56 RM4H2ZZ 0,CREDIT_CARD_NUMBER
95237,455.0,473.0,fcbf:670:59ed:3765,IP_ADDRESS
132383,115.0,127.0,SS@gmail.com,EMAIL_ADDRESS
132383,147.0,186.0,9362:abb0:d647:d940:65ac:10dc:c8d1:70e4,LOCATION
132383,218.0,239.0,màmazzatort@yahoo.com,EMAIL_ADDRESS
132383,397.0,401.0,rmql,EMAIL_ADDRESS
131290,44.0,57.0,A27@gmail.com,EMAIL_ADDRESS
131290,111.0,129.0,nkzipwcd61@aol.com,EMAIL_ADDRESS
131290,183.0,200.0,lorin46@yahoo.com,EMAIL_ADDRESS
131290,252.0,269.0,06VPH@outlook.com,EMAIL_ADDRESS
131290,337.0,354.0,06VPH@outlook.com,EMAIL_ADDRESS
131290,323.0,354.0,1971slavko.heydrich@outlook.com,EMAIL_ADDRESS
131290,411.0,415.0,20TG,EMAIL_ADDRESS
128249,23.0,44.0,Sar Nei 09 E 20 8 DGD,CODICE_FISCALE
128249,67.0,77.0,HMH032017Y,CARTA_IDENTITA
128249,115.0,126.0,570-54-4197,CODICE_FISCALE
128249,149.0,158.0,135266776,CARTA_IDENTITA
128249,196.0,217.0,Fol-Fol-06-A-13-4-RCK,CODICE_FISCALE
128249,240.0,250.0,CXX511866G,CARTA_IDENTITA
128249,288.0,309.0,Naé Zil 01 C 61 0 NDH,CODICE_FISCALE
128249,332.0,342.0,AOX094136K,CARTA_IDENTITA
147041,43.0,58.0,moris.matavalea,PERSON_NAME
147041,154.0,172.0,erdzan.débieux1959,PERSON_NAME
147041,335.0,344.0,xuejiao69,PERSON_NAME
134805,86.0,99.0,135.46.13.247,IP_ADDRESS
134805,238.0,251.0,232.70.46.189,IP_ADDRESS
134805,385.0,400.0,127.208.180.200,IP_ADDRESS
139749,218.0,227.0,nkgdfd220,PERSON_NAME
139749,254.0,264.0,16/12/1960,DATE_OF_BIRTH
139749,318.0,334.0,756.3669.2013.16,US_SOCIAL_SECURITY_NUMBER
138322,67.0,77.0,27/10/1969,DATE_OF_BIRTH
138322,104.0,112.0,O4581502,CREDIT_CARD_NUMBER
138322,139.0,149.0,9679707262,CREDIT_CARD_NUMBER
138322,0.0,3.0,27M,PERSON_NAME
138322,244.0,247.0,27M,PERSON_NAME
154457,201.0,213.0,184163799518,PHONE_NUMBER
154457,339.0,362.0,bakmicho17@tutanota.com,EMAIL_ADDRESS
154457,458.0,478.0,291971RE@hotmail.com,EMAIL_ADDRESS
