start,end,value,type,sample_idx
177.0,186.0,Stefanija,PERSON_NAME,52079
243.0,261.0,"augustus 23e, 1995",DATE_OF_BIRTH,52079
153.0,157.0,23SB,PERSON_NAME,52079
285.0,289.0,23SB,PERSON_NAME,52079
325.0,334.0,479151095,US_SOCIAL_SECURITY_NUMBER,52079
358.0,360.0,DR,LOCATION,52079
383.0,385.0,NL,LOCATION,52079
438.0,451.0,"juni 6e, 2057",DATE_OF_BIRTH,53269
8.0,22.0,55agénor.lendi,PERSON_NAME,43835
116.0,130.0,55agénor.lendi,PERSON_NAME,43835
24.0,43.0,21lendi@hotmail.com,EMAIIL_ADDRESS,43835
132.0,151.0,21lendi@hotmail.com,EMAIIL_ADDRESS,43835
45.0,54.0,255909650,PHONE_NUMBER,43835
153.0,162.0,255909650,PHONE_NUMBER,43835
56.0,66.0,KRI20II6NJ,US_SOCIAL_SECURITY_NUMBER,43835
164.0,174.0,KRI20II6NJ,US_SOCIAL_SECURITY_NUMBER,43835
72.0,89.0,00310.93.007 0129,PHONE_NUMBER,43835
180.0,197.0,00310.93.007 0129,PHONE_NUMBER,43835
232.0,252.0,2.73.10.99571.629.99,LOCATION,43835
254.0,263.0,09IH64791,PHONE_NUMBER,43835
373.0,382.0,369433269,PHONE_NUMBER,43835
59.0,68.0,REF928461,PERSON_NAME,42256
86.0,100.0,26e maart 2013,DATE_OF_BIRTH,42256
118.0,126.0,04:38:58,DATE_OF_BIRTH,42256
148.0,171.0,"Kantershof, Netherlands",LOCATION,42256
217.0,235.0,Min Moiseeva Cejas,PERSON_NAME,42256
261.0,279.0,vgsndyehvjkucswj31,USERNAME,42256
334.0,349.0,+31828 680 1947,PHONE_NUMBER,42256
369.0,408.0,10aa:e472:d833:6470:ee0a:e8a2:3170:20e4,LOCATION,42256
42.0,48.0,Hesham,PERSON_NAME,47189
50.0,59.0,Suttipong,PERSON_NAME,47189
219.0,225.0,Oualid,PERSON_NAME,47189
110.0,117.0,Ruiyuan,PERSON_NAME,42340
120.0,132.0,Isabel-Maria,PERSON_NAME,42340
365.0,367.0,Dw,PERSON_NAME,42340
55.0,71.0,Docci Nebijovska,PERSON_NAME,44130
83.0,97.0,DN@outlook.com,EMAIIL_ADDRESS,44130
131.0,138.0,Mandela,PERSON_NAME,44130
150.0,161.0,M@yahoo.com,EMAIIL_ADDRESS,44130
239.0,262.0,siiljina@protonmail.com,EMAIIL_ADDRESS,44130
295.0,301.0,Helmig,PERSON_NAME,44130
313.0,327.0,O@tutanota.com,EMAIIL_ADDRESS,44130
53.0,59.0,Ayeche,PERSON_NAME,45002
98.0,104.0,Ayeche,PERSON_NAME,45002
126.0,129.0,PJJ,ID_CARD_NUMBER,45002
152.0,162.0,IQTJJ6FZI6,DRIVER_LICENSE_NUMBER,45002
184.0,186.0,UV,PASSPORT_NUMBER,45002
345.0,359.0,55.118.247.235,IP_ADDRESS,45002
237.0,248.0,Draepkilweg,STREET_ADDRESS,45002
260.0,269.0,Werkendam,LOCATION,45002
270.0,279.0,Werkendam,LOCATION,45002
296.0,309.0,Nooord-Brabant,LOCATION,45002
325.0,329.0,4251,POSTAL_CODE,45002
49.0,64.0,243.156.170.157,LOCATION,53560
193.0,207.0,158.132.12.136,LOCATION,53560
340.0,348.0,19:39:15,DATE_OF_BIRTH,53560
332.0,335.0,P05,PERSON_NAME,43125
353.0,356.0,Man,GENDER,43125
408.0,418.0,05/03/1996,DATE_OF_BIRTH,43125
447.0,456.0,130534900,US_SOCIAL_SECURITY_NUMBER,43125
350.0,354.0,07:3,DATE_OF_BIRTH,39230
30.0,41.0,regazzoni97,PERSON_NAME,46736
117.0,128.0,regazzoni97,PERSON_NAME,46736
373.0,384.0,regazzoni97,PERSON_NAME,46736
79.0,81.0,UW,PERSON_NAME,46736
422.0,441.0,13sathiyavani.mahhho,PERSON_NAME,46736
48.0,58.0,18/09/2012,DATE_OF_BIRTH,53937
62.0,73.0,Netherlands,LOCATION,53937
15.0,31.0,Ooststelliingwerf,LOCATION,36439
54.0,63.0,Friesland,LOCATION,36439
89.0,93.0,8434,POSTCODE,36439
129.0,142.0,210.62.117.58,IP_ADDRESS,36439
201.0,215.0,Davey Sumkoski,PERSON_NAME,36439
239.0,249.0,10sumkoski,USERNAME,36439
309.0,321.0,72LO8OTUTWK2,DRIVER_LICENSE,36439
347.0,349.0,UJ,PASSPORT,36439
405.0,414.0,Nederland,LOCATION,36439
141.0,155.0,V2001747377437,PERSON_NAME,46824
176.0,190.0,V2001747377437,PERSON_NAME,46824
339.0,342.0,EYM,PERSON_NAME,46824
34.0,51.0,3e september 1980,DATE_OF_BIRTH,40942
330.0,340.0,16/09/1935,DATE_OF_BIRTH,40942
16.0,25.0,454715962,PHONE_NUMBER,47376
95.0,104.0,861033370,CREDIT_CARD_NUMBER,47376
172.0,181.0,657829796,CREDIT_CARD_NUMBER,47376
276.0,285.0,581495275,CREDIT_CARD_NUMBER,47376
357.0,377.0,2-73-06-57119-281-88,CREDIT_CARD_NUMBER,47376
406.0,418.0,Dr. Paolisso,PERSON_NAME,56452
428.0,436.0,Aljassem,PERSON_NAME,56452
382.0,392.0,09/02/1996,DATE_OF_BIRTH,56452
101.0,109.0,Zerabruk,PERSON_NAME,38448
154.0,160.0,Leibig,PERSON_NAME,38448
309.0,314.0,Fojan,PERSON_NAME,38448
359.0,371.0,Schmollinger,PERSON_NAME,38448
416.0,426.0,Ottersberg,PERSON_NAME,38448
53.0,63.0,Chrislaine,PERSON_NAME,40751
190.0,210.0,epdkotmgfzfsnqd36355,USERNAME,40751
249.0,255.0,5S0MTU,DRIVER_LICENSE,40751
288.0,301.0,231.149.236.5,LOCATION,40751
329.0,334.0,EmN^2,PASSWORD,40751
418.0,424.0,196919,PERSON_NAME,39992
2.0,6.0,1990,DATE_OF_BIRTH,43792
231.0,235.0,1990,DATE_OF_BIRTH,43792
304.0,308.0,1990,DATE_OF_BIRTH,43792
54.0,64.0,22/12/1988,DATE_OF_BIRTH,43792
110.0,121.0,augustus/69,DATE_OF_BIRTH,43792
167.0,183.0,4e november 1989,DATE_OF_BIRTH,43792
231.0,250.0,1970-10-01T00:00:00,DATE_OF_BIRTH,43792
358.0,377.0,1970-10-01T00:00:00,DATE_OF_BIRTH,43792
298.0,308.0,08/09/1999,DATE_OF_BIRTH,43792
358.0,377.0,1956-11-05T00:00:00,DATE_OF_BIRTH,43792
213.0,227.0,"juli 11e, 1995",DATE_OF_BIRTH,41980
249.0,253.0,2:06,DATE_OF_BIRTH,41980
313.0,316.0,GCH,PERSON_NAME,41980
333.0,343.0,Q75U2C7LDN,CREDIT_CARD_NUMBER,41980
359.0,372.0,68.19.239.142,LOCATION,41980
7.0,15.0,Ravithas,PERSON_NAME,56660
57.0,64.0,Argyris,PERSON_NAME,56660
66.0,71.0,Lorid,PERSON_NAME,56660
113.0,118.0,Shane,PERSON_NAME,56660
120.0,124.0,Vega,PERSON_NAME,56660
165.0,174.0,Kuriakose,PERSON_NAME,56660
215.0,220.0,Demba,PERSON_NAME,56660
261.0,267.0,Gazali,PERSON_NAME,56660
309.0,314.0,20:09,DATE_OF_BIRTH,56660
57.0,66.0,179889790,PHONE_NUMBER,35509
124.0,136.0,178 339 8352,PHONE_NUMBER,35509
194.0,203.0,257538134,PHONE_NUMBER,35509
13.0,30.0,0018-056-154 5155,PHONE_NUMBER,49857
153.0,167.0,+77.90205.7105,PHONE_NUMBER,49857
268.0,285.0,+574 436 826 8709,PHONE_NUMBER,49857
415.0,432.0,+173.645.705 0509,PHONE_NUMBER,49857
72.0,81.0,Amsterdaam,LOCATION,32530
388.0,397.0,Amsterdaam,LOCATION,32530
399.0,408.0,Amsterdaam,LOCATION,32530
219.0,226.0,XQ4Y125,CREDIT_CARD_NUMBER,53616
228.0,231.0,FGP,CREDIT_CARD_NUMBER,53616
235.0,245.0,8B6MMBYHAE,CREDIT_CARD_NUMBER,53616
15.0,28.0,uhbxowhny9772,CREDIT_CARD_NUMBER,41843
45.0,48.0,TDZ,LOCATION,41843
59.0,69.0,D8U95WXPQ4,CREDIT_CARD_NUMBER,41843
86.0,125.0,7737:61ba:be61:ae64:4d3b:6e52:ad91:f06f,LOCATION,41843
136.0,140.0,!5Sm,LOCATION,41843
63.0,64.0,5,LOCATION,41843
113.0,114.0,5,LOCATION,41843
137.0,138.0,5,LOCATION,41843
157.0,158.0,5,LOCATION,41843
169.0,175.0,Rafiou,PERSON_NAME,41843
192.0,205.0,Vimalananthan,PERSON_NAME,41843
12.0,21.0,Floor 599,LOCATION,49162
74.0,98.0,J5 FRA 88NP4935 0 170426,PHONE_NUMBER,49162
120.0,173.0,"Chemin des Crouzets au Gazy, 718, 48230 - Chanac, OCC",STREET_ADDRESS,49162
456.0,475.0,2030-09-28T00:00:00,DATE_OF_BIRTH,49162
28.0,35.0,[Druga],PERSON_NAME,31098
48.0,55.0,[Druga],PERSON_NAME,31098
478.0,489.0,[Lipperini],PERSON_NAME,31098
61.0,71.0,Jaqquiline,PERSON_NAME,53843
109.0,118.0,Lastname1,PERSON_NAME,53843
120.0,129.0,Lastname1,PERSON_NAME,53843
160.0,169.0,319746671,US_SOCIAL_SECURITY_NUMBER,53843
317.0,331.0,12e april 2002,DATE_OF_BIRTH,53843
76.0,79.0,05S,LOCATION,35119
95.0,100.0,Sutka,PERSON_NAME,35119
138.0,155.0,"januari 22e, 2000",DATE_OF_BIRTH,35119
233.0,246.0,37concha.siep,PERSON_NAME,35119
262.0,268.0,Concha,PERSON_NAME,35119
307.0,318.0,qruhsat5431,PERSON_NAME,35119
335.0,341.0,Aljosa,PERSON_NAME,35119
345.0,350.0,Ylian,PERSON_NAME,35119
389.0,403.0,gztfycnknkmmwd,PERSON_NAME,35119
13.0,38.0,Dr. Johannes van der Berg,PERSON_NAME,54019
60.0,92.0,j.vdberg@healthcarenederland.com,EMAIL_ADDRESS,54019
185.0,208.0,"Diepenheim, Netherlands",LOCATION,54019
127.0,137.0,2022-03-15,DATE_OF_BIRTH,54019
154.0,164.0,2023-09-30,DATE_OF_BIRTH,54019
52.0,68.0,28felipe@aol.com,EMAIIL_ADDRESS,41341
215.0,230.0,R1939@yahoo.com,EMAIIL_ADDRESS,41341
373.0,388.0,P15@outlook.com,EMAIIL_ADDRESS,41341
74.0,83.0,851426718,CREDIT_CARD_NUMBER,41341
394.0,403.0,890784986,CREDIT_CARD_NUMBER,41341
17.0,31.0,fanol.o'mara87,PERSON_NAME,57118
52.0,60.0,Yoendra,PERSON_NAME,57118
81.0,86.0,Fanol,PERSON_NAME,57118
240.0,261.0,guillaud-bataille1994,PERSON_NAME,57118
282.0,287.0,Nelum,PERSON_NAME,57118
474.0,478.0,Kimi,PERSON_NAME,57118
499.0,504.0,Iklim,PERSON_NAME,57118
67.0,76.0,954949445,US_SOCIAL_SECURITY_NUMBER,45097
150.0,159.0,441944605,US_SOCIAL_SECURITY_NUMBER,45097
229.0,238.0,097289900,US_SOCIAL_SECURITY_NUMBER,45097
307.0,316.0,788029215,US_SOCIAL_SECURITY_NUMBER,45097
384.0,388.0,179-,US_SOCIAL_SECURITY_NUMBER,45097
69.0,79.0,20-12-2022,DATE_OF_BIRTH,54509
106.0,116.0,Etten-Leur,LOCATION,54509
159.0,162.0,Min,PERSON_NAME,48021
183.0,193.0,10/06/1999,DATE_OF_BIRTH,48021
209.0,218.0,P5632293F,ID_Kaart,48021
240.0,249.0,ZGH098025,PASSPORT_NUMBER,48021
271.0,284.0,0102-22081418,PHONE_NUMBER,48021
302.0,313.0,D?n8h*3|dLF,PASSWORD,48021
400.0,403.0,Grv,PERSON_NAME,48021
168.0,180.0,Geboortedatu,DATE_OF_BIRTH,48021
409.0,421.0,Geboortedatu,DATE_OF_BIRTH,48021
19.0,34.0,+20 92 879-7796,PHONE_NUMBER,53060
57.0,95.0,71da:2a3:8473:ebf7:137a:a3fa:8fd4:95ce,STREET_ADDRESS,53060
148.0,153.0,Milva,PERSON_NAME,53060
177.0,182.0,Léana,PERSON_NAME,53060
226.0,245.0,2035-09-27T00:00:00,DATE_OF_BIRTH,53060
276.0,287.0,Netherlands,LOCATION,53060
21.0,31.0,qggkkiju84,PERSON_NAME,56210
58.0,67.0,742243118,CREDIT_CARD_NUMBER,56210
188.0,197.0,A85K0978J,PERSON_NAME,56210
259.0,268.0,568300316,CREDIT_CARD_NUMBER,56210
339.0,348.0,008579692,CREDIT_CARD_NUMBER,56210
12.0,29.0,+319.575-6536560,PHONE_NUMBER,43525
66.0,81.0,+31.78-413-4517,PHONE_NUMBER,43525
122.0,139.0,+317.897 252.7371,PHONE_NUMBER,43525
178.0,193.0,+09-45.647-4391,PHONE_NUMBER,43525
230.0,243.0,+4304852 2156,PHONE_NUMBER,43525
284.0,300.0,0131.20 192-2451,PHONE_NUMBER,43525
366.0,380.0,0148 696381783,PHONE_NUMBER,43525
347.0,357.0,januari/94,PERSON_NAME,32840
296.0,310.0,11e maart 2022,DATE_OF_BIRTH,32840
139.0,152.0,74haru.vanyek,PERSON_NAME,52850
187.0,189.0,TI,US_SOCIAL_SECURITY_NUMBER,52850
218.0,224.0,Vanyek,PERSON_NAME,52850
255.0,258.0,Ger,PERSON_NAME,52850
3.0,17.0,+82-48726-7171,PHONE_NUMBER,40267
33.0,45.0,38.39.101.25,LOCATION,40267
23.0,32.0,608169408,US_SOCIAL_SECURITY_NUMBER,46805
64.0,77.0,+31-970415908,PHONE_NUMBER,46805
120.0,131.0,Wateringeweg,STREET_ADDRESS,46805
140.0,145.0,Zeist,LOCATION,46805
170.0,174.0,3703,POSTCODE,46805
219.0,228.0,Shitikova,PERSON_NAME,46805
194.0,202.0,Dept 508,STREET_ADDRESS,46805
4.0,15.0,San Jacinto,LOCATION,47507
48.0,50.0,CA,LOCATION,47507
86.0,91.0,92583,POSTCODE,47507
173.0,182.0,Bgm Fryer,PERSON_NAME,47507
216.0,223.0,29fryer,PERSON_NAME,47507
290.0,307.0,56.28.03.70.F70.2,US_SOCIAL_SECURITY_NUMBER,47507
344.0,356.0,S033GSMW0HU9,DRIVER_LICENSE,47507
383.0,395.0,00.3855.3654,PHONE_NUMBER,47507
32.0,50.0,"november 23e, 2045",DATE_OF_BIRTH,48717
283.0,301.0,"november 23e, 2045",DATE_OF_BIRTH,48717
74.0,82.0,03:52:32,DATE_OF_BIRTH,48717
325.0,333.0,03:52:32,DATE_OF_BIRTH,48717
142.0,152.0,Bgm Mirgen,PERSON_NAME,48717
223.0,259.0,Bgm Schneider-Lehmann Funez Heckrath,PERSON_NAME,48717
99.0,109.0,18/06/1960,DATE_OF_BIRTH,44603
205.0,213.0,maart/90,DATE_OF_BIRTH,44603
304.0,314.0,02/08/1957,DATE_OF_BIRTH,44603
399.0,416.0,"oktober 31e, 1973",DATE_OF_BIRTH,44603
25.0,27.0,JF,PERSON_NAME,31011
54.0,56.0,NL,LOCATION,31011
126.0,129.0,319,STREET_ADDRESS,31011
155.0,165.0,Laagstraaat,STREET_ADDRESS,31011
189.0,196.0,Ell Ell,LOCATION,31011
221.0,228.0,Limburg,LOCATION,31011
256.0,260.0,6011,POSTAL_CODE,31011
297.0,308.0,Cottage 665,STREET_ADDRESS,31011
348.0,362.0,25.215.202.167,IP_ADDRESS,31011
418.0,439.0,Sha.Kre.14.N.47.9.CMC,PERSON_NAME,31011
0.0,18.0,Beste [-7cqUfPXV_],PERSON_NAME,47223
343.0,351.0,[Almere],LOCATION,47223
40.0,53.0,5e maart 1959,DATE_OF_BIRTH,34001
157.0,167.0,30/12/1987,DATE_OF_BIRTH,34001
277.0,287.0,14/03/1992,DATE_OF_BIRTH,34001
90.0,92.0,16,TIME_OF_BIRT_H,34001
204.0,212.0,00:53:06,TIME_OF_BIRT_H,34001
324.0,328.0,1:11,TIME_OF_BIRT_H,34001
277.0,290.0,armida.fregja,PERSON_NAME,36705
304.0,317.0,armida.fregja,PERSON_NAME,36705
304.0,329.0,armida.fregja@hotmail.com,EMAIL_ADDRESS,36705
342.0,353.0,0>$FEbX*:Vv,CREDIT_CARD_NUMBER,36705
263.0,272.0,32BV67680,PERSON_NAME,32961
347.0,366.0,5559785240431526356,CREDIT_CARD_NUMBER,32961
179.0,185.0,Safwan,PERSON_NAME,54261
207.0,209.0,DF,PASSPORT_NUMBER,54261
265.0,267.0,AM,PASSPORT_NUMBER,54261
305.0,311.0,Iapara,PERSON_NAME,54261
338.0,345.0,Segreto,PERSON_NAME,54261
407.0,409.0,XO,PASSPORT_NUMBER,54261
122.0,132.0,12/02/1939,DATE_OF_BIRTH,44229
138.0,146.0,C3066099,US_SOCIAL_SECURITY_NUMBER,44229
152.0,159.0,Phairin,PERSON_NAME,44229
282.0,298.0,12e oktober 1984,DATE_OF_BIRTH,44229
304.0,313.0,3HDD9PF7K,CREDIT_CARD_NUMBER,44229
319.0,334.0,"Dyami, Baltasar",PERSON_NAME,44229
17.0,46.0,bertan.paskuwal1961@yahoo.com,EAIML_ADDRESS,39860
72.0,75.0,BNW,PHONE_NUMBER,39860
102.0,127.0,Bar Brianne Frankenreiter,PERSON_NAME,39860
169.0,198.0,1frankenreiter@protonmail.com,EAIML_ADDRESS,39860
248.0,266.0,20e september 2015,DATE_OF_BIRTH,39860
280.0,289.0,Nederland,LOCATION,39860
76.0,90.0,Esaïe Baksteen,PERSON_NAME,49382
114.0,146.0,"Amstelveen, 1181 MJ, Netherlands",LOCATION,49382
177.0,191.0,"juni 30e, 2062",DATE_OF_BIRTH,49382
94.0,108.0,49.223.235.142,PHONE_NUMBER,46053
224.0,239.0,180.149.127.136,PHONE_NUMBER,46053
42.0,51.0,Nederland,LOCATION,54596
80.0,83.0,577,BUILDING_NUMBER,54596
345.0,348.0,577,BUILDING_NUMBER,54596
108.0,117.0,Middelweg,STREET_NAME,54596
135.0,164.0,Alphen aan den Rijn Oudshooorn,LOCATION,54596
183.0,185.0,ZH,LOCATION,54596
207.0,214.0,2401 LZ,POSTCODE,54596
239.0,250.0,Terrace 485,STREET_ADDRESS,54596
18.0,20.0,83,PHONE_NUMBER,50588
46.0,61.0,Delta Boulevaard,STREET_ADDRESS,50588
83.0,108.0,Middelharnis Middelharnis,LOCATION,50588
129.0,141.0,Zuid-Holland,LOCATION,50588
166.0,170.0,3241,POSTCODE,50588
197.0,206.0,Nederland,LOCATION,50588
241.0,251.0,Cottage 57,STREET_ADDRESS,50588
314.0,337.0,gasparis@protonmail.com,EMAIL_ADDRESS,50588
369.0,372.0,112,PHONE_NUMBER,50588
427.0,432.0,11:28,DATE_OF_BIRTH,50588
443.0,451.0,21:35:24,DATE_OF_BIRTH,54844
481.0,494.0,"52.0885, 4.22",LOCATION,54844
16.0,66.0,"482, Vlietweg, Kaag en Braaassem Hoogmade, ZH, 2355",STREET_ADDRESS,48572
82.0,120.0,4a6d:5cd1:25b:f67a:79a9:98b5:b164:f6d6,LOCATION,48572
138.0,150.0,n4t32_|;&=V5,CREDIT_CARD_NUMBER,48572
327.0,337.0,Foornummer,PERSON_NAME,48572
374.0,393.0,Nijmegen Hunnerberg,LOCATION,48572
417.0,424.0,Kremena,PERSON_NAME,45041
414.0,425.0,Netherlands,LOCATION,57516
0.0,20.0,8-1-040312-NEPHTALIE,PHONE_NUMBER,40164
131.0,141.0,HH4MNJXBG3,DRIVER_LICENSE,40164
252.0,260.0,P5EPG46U,DRIVER_LICENSE,40164
346.0,354.0,0ST41GHB,DRIVER_LICENSE,40164
439.0,444.0,1A2AP,DRIVER_LICENSE,40164
167.0,176.0,554400085,PERSON_NAME,53965
457.0,475.0,12e september 2035,DATE_OF_BIRTH,53965
241.0,255.0,10.156.197.241,LOCATION,53965
290.0,300.0,02/05/1958,DATE_OF_BIRTH,49419
49.0,55.0,Amelya,PERSON_NAME,36600
159.0,176.0,13e november 1960,DATE_OF_BIRTH,36600
285.0,302.0,MK@protonmail.com,EMAIL_ADDRESS,36600
363.0,372.0,796455282,US_SOCIAL_SECURITY_NUMBER,36600
428.0,437.0,HD448VOM9,DRIVING_LICENSE_NUMBER,36600
231.0,233.0,MK,USERNAME,36600
285.0,287.0,MK,USERNAME,36600
51.0,55.0,6816,POSTAL_CODE,36814
93.0,104.0,Terrace 165,STREET_ADDRESS,36814
119.0,157.0,6051:56b:3bca:90c6:2fce:9ed0:8c64:bce0,IP_ADDRESS,36814
384.0,386.0,JY,PASSPORT_NUMBER,36814
421.0,423.0,NL,LOCATION,36814
40.0,49.0,Walentyna,PERSON_NAME,38952
89.0,93.0,Käte,PERSON_NAME,38952
260.0,271.0,Giovacchino,PERSON_NAME,38952
311.0,316.0,Qusai,PERSON_NAME,38952
187.0,196.0,maljiki10,PERSON_NAME,38952
410.0,423.0,mosè.bourriez,PERSON_NAME,38952
